idade,renda,hist_credito,emprego,propriedade
37,40778.09,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Cost Accountant,ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae
38,15580.06,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,VP Accounting,lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in
70,83821.47,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Senior Quality Engineer,aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed
85,20609.37,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Help Desk Operator,in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing
40,71924.65,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Executive Secretary,consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque
69,83596.39,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Assistant Media Planner,donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet
84,96459.76,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Librarian,lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat
96,67732.77,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Geologist IV,luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus
63,28784.35,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,VP Quality Control,sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor
32,62714.32,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Dental Hygienist,commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget
44,61278.96,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Paralegal,vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula
71,35835.4,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Software Engineer IV,interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis
96,35576.29,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Registered Nurse,convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam
73,37913.91,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Payment Adjustment Coordinator,purus aliquet at feugiat non pretium quis lectus suspendisse potenti in
63,36218.2,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Cost Accountant,dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst
29,45628.15,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Data Coordinator,erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in
76,99994.55,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Librarian,molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam
24,88791.39,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Software Test Engineer III,cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla
59,17147.61,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Accounting Assistant III,amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus
48,46995.41,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Information Systems Manager,praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi
61,49010.78,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Community Outreach Specialist,id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat
61,95623.42,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Desktop Support Technician,congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc
76,9261.84,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,VP Quality Control,sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus
84,63649.13,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Recruiter,in purus eu magna vulputate luctus cum sociis natoque penatibus
45,4480.16,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Associate Professor,morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed
64,14497.49,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Professor,amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim
38,37965.16,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Dental Hygienist,luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor
93,24768.32,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Research Nurse,magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac
40,31126.72,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Geological Engineer,est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis
73,14558.49,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Programmer Analyst IV,aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros
29,14080.05,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Associate Professor,aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis
100,13327.2,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Dental Hygienist,luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce
23,18406.97,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Speech Pathologist,vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula
23,61739.35,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Desktop Support Technician,rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula
58,95603.67,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Budget/Accounting Analyst II,eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum
34,93670.76,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Assistant Media Planner,nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede
23,6666.44,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Professor,felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel
48,31659.59,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Senior Cost Accountant,ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non
92,54048.99,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,VP Sales,quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus
27,13395.13,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Recruiter,duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus
85,33329.44,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Structural Analysis Engineer,sodales sed tincidunt eu felis fusce posuere felis sed lacus
86,95929.97,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Desktop Support Technician,vitae mattis nibh ligula nec sem duis aliquam convallis nunc
18,45140.35,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Safety Technician III,sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque
59,35282.83,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Biostatistician III,eleifend quam a odio in hac habitasse platea dictumst maecenas
82,63235.32,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Desktop Support Technician,erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi
45,83574.01,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Analog Circuit Design manager,sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo
67,58682.29,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Director of Sales,enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum
100,99844.87,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Senior Developer,in felis donec semper sapien a libero nam dui proin leo odio porttitor
100,91319.51,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Legal Assistant,vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non
48,58412.6,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,VP Accounting,in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis
50,40601.62,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Nurse,pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et
53,24077.12,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Statistician IV,pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum
18,37029.74,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Research Nurse,cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel
21,41668.28,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Structural Engineer,sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at
98,1575.44,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Associate Professor,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae
18,22284.89,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Associate Professor,dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit
31,91794.38,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Administrative Assistant I,velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros
80,97807.38,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,General Manager,sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit
65,99554.28,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Clinical Specialist,dui luctus rutrum nulla tellus in sagittis dui vel nisl duis
46,98986.16,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Accounting Assistant II,commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit
43,37049.72,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Account Executive,amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel
88,62967.2,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Human Resources Manager,vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit
20,37922.86,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Senior Editor,et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam
82,41467.14,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,VP Product Management,et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti
99,70920.65,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Media Manager I,at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero
39,65607.41,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Physical Therapy Assistant,erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac
49,60476.7,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Director of Sales,risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in
75,59429.95,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Analyst Programmer,odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac
34,87726.51,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Office Assistant I,velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo
75,30557.78,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,VP Sales,posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum
88,93771.67,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Environmental Specialist,blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum in hac
62,18310.89,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Assistant Media Planner,tortor duis mattis egestas metus aenean fermentum donec ut mauris eget
27,49724.32,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Teacher,dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit
92,50438.27,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,GIS Technical Architect,turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere
62,23556.4,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Account Coordinator,in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum
63,1242.7,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Financial Advisor,amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae
80,27386.15,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Editor,imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue
42,3998.2,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Business Systems Development Analyst,sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum
96,91018.07,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Office Assistant IV,diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales
59,89188.02,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Help Desk Operator,maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc
74,15078.35,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Senior Financial Analyst,vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est
26,96471.47,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,VP Sales,pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus
79,99315.37,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Research Nurse,lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed
51,97378.57,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Information Systems Manager,elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi
96,85512.78,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Senior Cost Accountant,orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula
22,4878.36,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Financial Analyst,vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer
60,21770.29,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Web Designer II,tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu
25,84248.13,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Nurse,accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a
59,44578.47,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Senior Financial Analyst,in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque
62,83006.88,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Occupational Therapist,condimentum curabitur in libero ut massa volutpat convallis morbi odio
64,58997.1,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Technical Writer,in ante vestibulum ante ipsum primis in faucibus orci luctus
82,16735.29,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Systems Administrator I,aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam
49,34217.54,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Geological Engineer,aliquet massa id lobortis convallis tortor risus dapibus augue vel
46,45891.83,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Staff Accountant III,est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est
54,28623.75,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Staff Accountant III,habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent
86,36740.47,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Staff Accountant III,eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero
67,16397.86,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Help Desk Technician,at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat
30,8756.31,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Nurse Practicioner,leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede
95,35162.26,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Staff Accountant I,in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis
33,69001.27,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Developer III,dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in
31,80380.29,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Geological Engineer,libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis
39,57820.14,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Office Assistant I,amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non
100,86880.63,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Civil Engineer,blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum in hac
54,51586.8,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Product Engineer,varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt
31,39394.45,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Legal Assistant,turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget
74,16826.95,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,VP Accounting,augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia
19,51379.91,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Engineer III,feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst
100,53287.03,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Help Desk Technician,sed accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio
80,70526.69,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Marketing Assistant,pede justo eu massa donec dapibus duis at velit eu est congue elementum in
89,12853.84,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Cost Accountant,in purus eu magna vulputate luctus cum sociis natoque penatibus
77,35243.71,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Staff Scientist,nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec
20,29038.31,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Structural Analysis Engineer,quis justo maecenas rhoncus aliquam lacus morbi quis tortor id
93,45566.46,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Senior Quality Engineer,iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam
52,63679.34,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Registered Nurse,tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in
54,20740.91,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Chemical Engineer,auctor gravida sem praesent id massa id nisl venenatis lacinia aenean
99,70183.71,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Speech Pathologist,ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non
40,36623.97,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Assistant Professor,mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate
41,22993.38,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Junior Executive,porta volutpat quam pede lobortis ligula sit amet eleifend pede
69,78074.78,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Accounting Assistant IV,nisl aenean lectus pellentesque eget nunc donec quis orci eget
52,23483.53,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Geological Engineer,phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu
80,93608.9,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Research Associate,turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a
46,22160.09,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Programmer IV,magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes
55,8109.31,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Civil Engineer,ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a
96,39099.39,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Financial Advisor,aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque
49,24324.02,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Associate Professor,enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem
36,27573.16,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Safety Technician III,faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna
79,87117.73,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Assistant Professor,interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus
69,73858.5,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Product Engineer,nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus
59,33329.88,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Administrative Officer,ultrices mattis odio donec vitae nisi nam ultrices libero non mattis
54,65677.56,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Cost Accountant,eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis
59,31556.03,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Help Desk Operator,amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere
46,70852.4,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Biostatistician III,at lorem integer tincidunt ante vel ipsum praesent blandit lacinia
97,31202.56,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Chemical Engineer,nunc proin at turpis a pede posuere nonummy integer non velit donec
74,43328.92,Excelente -Bom -Regular -Ruim -Sem histórico -Inadimplente-recente -Recuperado -Novo crédito,Community Outreach Specialist,lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer
